p1.key,p1.hotel_name,p1.city_name,p1.country_code,p1.hotel_address,p1.star_rating,p1.postal_code,p2.key,p2.hotel_name,p2.city_name,p2.country_code,p2.hotel_address,p2.star_rating,p2.postal_code
D0E7E132418B732F717D4348FEE17AE1,Tulips Hotel & Restaurant,Yogyakarta,ID,Jalan Tirtodipuran 42 Yogyakarta,1,55143,89EAD862FE8A80C066D5DD550FFDE2F5,Hotel Tulips,Yogyakarta,ID,Jl. Tirtodipuran 42,2,55143
564B016C564695E8973AACF23BE3C82A,Hotel Noormahal,Karnal,IN,"Noormahal Crossing, National Highway-1, Sector 32",5,132001,C95636E48A842FBA7057535022815288,Hotel Noor Mahal,Karnāl,IN,"Noormahal Crossing, NH-1, Sector 32",5,132001
A647F18B15EB5343B93CDB9648992A42,Pigneto Luxury Rooms,Rome,IT,Via Prenestina,0,176,29B6853EAC5546F019DF7574C92B9845,Pigneto Luxury Rooms,Rome,IT,Via Prenestina 82,0,176
38027EBD59E7C2614201A9AD29D91F33,Hong Ha Hotel,Hanoi,VN,"No.204, Tran Quang Khai Street, Hoan Kiem District",3.5,,1752BF191989B58D6EFC382334C804A8,Hong Ha Hotel,Hanoi,VN,204 Tran Quang Khai ,3,
0A36CC7CAFE5E68B74FB4303922D75DA,International Guest House,Edinburgh,GB,37 Mayfield Gardens,4,EH9 2BX,F912853DD7B9371009B127E05BA24622,International Guest House,Edinburgh,GB,37 Mayfield Gardens,4,EH9 2BX
017D5C8618B48DD49F278B699B1FA5B0,Baymont Inn & Suites Noblesville,Noblesville (IN),US,16025 Prosperity Drive,2,46060,71245D9A77B5F9F78871DB91F29A5042,Baymont Inn & Suites Noblesville,Noblesville,US,16025 Prosperity Drive,2,46060
0DE109FEF33CF60A1961608C8BEFD161,Hotel des Nations Saint Germain,Paris,FR,54 rue Monge,3,75005,411D393824B67DB8BAD71A4FB00D5773,Hotel des Nations Saint Germain,Paris,FR,54 rue Monge,3,75005
0A9DEFFA604BE4B284ECA0236EE09DFA,Campanile Biarritz Hotel,Biarritz,FR,43 Boulevard Marcel Dassault,3,,03C5AA88F0376F0E2820F6E7FA5519BA,Campanile Biarritz,Biarritz,FR,43 rue Chapelet - Boulevard Marcel Dassault RN 10 Rond Point du mousse,3,64200
314018A05EFAB46A78980F05AAAF8FCC,Hotel Gate in Kagoshima Tenmonkan,Kagoshima,JP,5-20 Funatsu-cho,3,892-0831,542BFA9492027C76D6CE71DAB441F4BC,Hotel Gate In Kagoshima Tenmonkan,Kagoshima,JP,Funatsucho 5-20,3,892-0831
769E35CDCEC46D1B91B14C0E8A8897E4,Hotel Amarano Burbank,Los Angeles (CA),US,322 North Pass Avenue,4,91505,599A318840A9F0ACBA0E40C9F56BFC92,Hotel Amarano Burbank,Burbank,US,322 North Pass Avenue,4,91505
44A0FB80A8923B6E2FB8FF1F83D5803A,Sleep Inn and Suites Wildwood The Villages Wildwood,Wildwood (FL),US,1224 S. Main St.,3,34785,CE476323FC088ABD55D5C54C34995350,Sleep Inn & Suites - Wildwood,Wildwood,US,1224 South Main Street,3,34785
50A35AF227DB793626949ED2A3B8F99F,Nidhivan Sarovar Portico,Mathura,IN,"Khasra No.797,Gopalgarh Tehra Road,Vrindavan",4,281121,2F93FA9CC179BD4615F1E2F71D7B74B6,Nidhivan Sarovar Portico Vrindavan,Vrindāvan,IN,"Khasra No. 797, Gopalgarh Tehra Road, Vrindavan, Mathura,",4,281121
0C60B24909BD5A2829657B7ECEDE05A6,Jomtien Hostel,Pattaya,TH,"279/347 Moo 12 soi Somprasong Plaza, Jomtien beach, Nongprue, Banglamung, Chonburi",1,20150,9733C71255EBF8E42F5C4E5C8B45247F,Jomtien Hostel,Jomtien Beach,TH,279/347-350 Moo 12 Soi Hotel Srita Liabhaadjomtien Road Nongprue Banglamung Chonburi,2,20150
02EAF12346AC4C847FBDDCE54C25FC49,Tiras Patong Beach Hotel,Phuket,TH,"92/5 Thawewong Road, Kathu",2,83150,B2FFDB77B471E814A8CC51592087EB45,TIRAS Patong Beach Hotel,Patong Beach,TH,"92/5 Thawewong Rd. Patong Beach, Kathu",2,83150
2F43BB99B607F1E1D3A7D5DC6462A131,Indio Resort,Indio (CA),US,WorldMark Way,4,92203,4AFEA9EE91C74123B0334BDD74569360,Indio Resort,Indio,US,46 Worldmark Way,3,92203
EA268F288A67268E6E47137278A33AB6,Aree's Lagoon B & B,Phuket,TH,26/27 Moo 1 Soi Naya Naiharn Phuket,2,83130,D848E4694C58712746685C3BB6E86587,Aree's Lagoon House,Nai Harn Beach,TH,26/27 soi naya,2,83130
DA77E825AD6EAD78C250F8E286B50AC5,Ilunion Puerta de Triana Hotel,Seville,ES,"C/ Reyes Católicos , 5",3,41001,2C7B18E387E5D3A2DBBAE05FC7E740EF,Ilunion Puerta de Triana,Seville,ES,"Reyes Católicos , 5",3,41001
28C9EA54506DC15853CEC8F58775966E,Vacation Home Oceana Marina,Los Angeles (CA),US,537 Washington Boulevard,3,90292,A4B5A99377D46E55C224CFB8AD555CD6,Oceana Marina,Los Angeles,US,537 West Washington Boulevard,2,90292
9AD86485842A737EC5CA05300B52E8BB,Diwan Restaurant and Apartments Pvt LTD,Colombo,LK,Sri Saranankara Road,1,128    ,2805B0B3BDA07E187949BA3AFEF9C45F,Apartment Diwan restaurant & Apartments Pvt Ltd,Dehiwala,LK,127 1/1 Sri Saranankara Road Dehiwala,0,12711
449300D7903A2004FB26A2D86E232CFA,@Samui Haus Resort,Samui,TH,"58/15 Moo 2, Racha Ferry road, Lipa noi",3.5,84140,E337C572F825B72A43A74C8CD358A0BD,@Samui Haus,Lipa Noi,TH,"58/15 Moo 2, Koh Samui, Surat Thani",3,84140
386043750EEB262E3B1895DD28E5E45F,Oyo Rooms - Cyber City Oakwood,New Delhi and NCR,IN,P-5/1 Dlf Phase 2,2,122002,7C267C54C7B771A944F2EDA42D4B3A2D,OYO Rooms Cyber City Oakwood,Gurgaon,IN,"P-5/1 ,DLF Phase - 2",3,122002
55DF933A19EC813D7892675D7B2D1B94,7 Days Inn Emei Haochijie Branch,Mount Emei,CN,"No.2, Dongxin Road",2,,CA2010DC8F2DB2F1C7DB7028E50A6387,7Days Inn Mt. Emei,Emeishan,CN,2 Dongxin Road,2,614200
95FA8640CEC1243CAC49C4F50710440C,Zio Resort,Yangyang-gun,KR,"121-2 Junggwangjeong-ri, Hyeonbuk-myeon",2,215-833,AAFD3F6CB6F9C8F5E5A933214F65FCC7,Zio Resort,Yangyang,KR,"121-2, Junggwangjeong-ri, Hyeonbuk-myeon",2,215-833
ACA467BD93827F6001DDD139E7AB4299,Atlantis Condo Resort Pattaya By ACC,Pattaya,TH,495/32 2floor Nongprue Banglamung,2,20150,845F505251CF1D83547D4669A44D17A4,Atlantis Condo Resort Pattaya by Kulisara,Jomtien Beach,TH,"495/19, Moo 12, Jomtien Sai 2, Tambol Nongprue, Banglamung",0,20250
89810FDC33D5AFE15C359561BCB6AE26,Hanting Hotel Shenzhen Sea World Merchants Road Branch,Shenzhen,CN,"No.63,Zhaoshang Road,Nanshan District",2,,253FD0141D30F420FC49BEFF0969313B,Hanting Express Shenzhen Hai Shang Shi Jie Zhao Shang Road Branch,Shenzhen,CN," No.63, Zhao Shang Road, Nanshan District, Shenzhen",2,518067
7DEE2D036FDCF77F4E5ACD62C3B79EF7,Villa Anema,Bali,ID,Jalan Kuwum Gang Anggarek no 22,4,80361,E0E8E76F210101957CB4632FD539FA00,Villa Anema,Canggu,ID,"Jl. Kuwum, Gang Anggrek No. 22",4,80361
4EB7D047530D84B8229DC171B93AFF8A,NobleDEN Hotel,New York (NY),US,"196 Grand Street, New York, NY 10013",4,10013,F45F15AD97EBD29D7330782981286923,NobleDEN Hotel,New York,US,196 Grand Street,4,10013
7EE7A85CB956C582DB2EA59C7905915C,D Circle Hotel,Manila,PH,2063 M.H. Del Pilar St.,3,,F8D173B425FBA55B7302D4E2CA08F060,D Circle Hotel,Manila,PH,"2063 M. H. Del Pilar Street, Malate",3,1004
A3ADC26A4D9C19DD1278B6EE54CC4134,Tsing House Olympic Center,Qingdao,CN,"No.1 Zengcheng, Jinhai Square, Building 8, No.3 Unit, Room 102",2,266071,3F8AE8463634C3A50427A052339BC732,Tsing House Olympic Sailing Centre,Qingdao,CN,"Room 102, Unit 3, Building 8, Jinhai Square, No. 1 Zengcheng Road",0,266071
C057B0812B3E4E25E1F155A811AB29E1,Ripetta Harbor Suite,Rome,IT,"Via di Ripetta, 12",0,186,37C44431392FA68C6014B03A7313C104,Ripetta Harbor Suite,Rome,IT,Via di Ripetta 12,0,186
74795920326B2B2C9BCD38F22E407327,Green Tree Inn Zibo Liuquan Road Wal-mart Square Express Hotel,Zibo,CN,"No.71, Liuquan Road, Zhangdian District",2,255000,28AF09E678BB34F6FF668206A586E248,GreenTree Inn ZiBo LiuQuan Road Wal-Mart Square Express Hotel,Zibo,CN,"No.71, Liuquan Road, Zhangdian District",2,255302
1A1E6DAF486ECBEB79F26AF82BEB14FF,GreenTree Inn Eastern Yancheng Administration Center Hotel,Yancheng,CN,No.188 Yingbin Nan Road,4,,282ABA033C83B7BB920F69D5FCE69C12,GreenTree Eastern JiangSu Yancheng Administration Center Hotel,Yancheng,CN,"No.188, Yingbin South Road, Chengnan New District",4,224000
3C89551E3021D4D8E449DC5DCE671FCA,Pingouinvillas,Mauritius Island,MU,"94A,Daurades Road",3,,1E5B5DB2D732EBF0417B131BE0C5124C,Pingouinvillas,Blue Bay,MU,"94a, Daurade Road Blue Bay",0,
595610F9AB71A4A32E5259CA2098F8A7,6 The Apartment,Cape Town,ZA,"12 Marine Road, Three Anchor Bay",3.5,8005,41CA061F0B8DDE106A9C51C3D64DF913,6 The Apartment,Cape Town,ZA,12 Marine Road,0,8005
66A354574128E72C8ED35B02AEAFA573,Iberotel Makadi Beach,Hurghada,EG,"Madinat Makadi, Safaga Road, P.O. Box 387, Red Sea,",5,,CCDA428C489A0D3BF7A1B8C432B535CF,Iberotel Makadi Beach,Hurghada,EG,Makadi Bay - 34 Km Hurghada - Safaga Road,5,
BB1F03059E82FFD9D6758076B690406C,Xishuangbanna Boliheng Youth Hostel,Xishuangbanna,CN,300 meters east of passenger station,2,666100,99A4000BD7B4E6EFF317A282A8800AD0,Boliheng International Hostel,Jinghong,CN,300 East to Jinghong South Bus Station,0,666100
9EB15E490728A3954F889D8188BFC78C,Homeinns Plus Wangda Subway Station Suzhou,Suzhou,CN,No.3333 Renmin North Road,3,215002,FB984B3B668374671382AAB89FB6D0ED,Home Inn Plus Suzhou Wanda Plaza Railway Station,Suzhou,CN,No.3333 North Renmin Road,3,215000
48DDC5231897AC3BADF5896915F6AB79,Budi house & food station,Bandung,ID,Jalan Budhi,1,40175,E9B64AB32CC5194C76C6EF237F924C97,Budi House & Food Station,Bandung,ID,Jalan Budi No. 27/29,0,40175
ADA86D62C71F5012DF4D11FCBC456EB2,Kim Haus Loft,Penang,MY,"No 9 & 11, Lebuh Campbell",2,10100,F45FDC1FABE5CD39008809A308C157B4,Kim Haus Loft,George Town,MY,"No.9 & 11, Campbell Street, Lebuh Carnarvon, Penang",0,10450
CBE8E541B7A7489AB47AA4C19582F4AE,Garden Guesthouse,Thakhek,LA,Ban Paksimung,1.5,,9A7A148CE4100B08D13B25626C7B57C5,Thongchaleaune Guesthouse,Ban Lao,LA,Ban pakdong,0,1000
59F0AEC2A7529C74AB888F1EB0350413,Vessel Hotel Higashi-Hiroshima,Hiroshima,JP,2-6-36 Minaga,4,739-0026,7518F1F4FE0D08FEFE96EF5128C407F9,Vessel Hotel Higashi Hiroshima,Higashihiroshima,JP,Minaga 2-6-36,3,739-0026
413F0D03BF8F350D2F369B05A10B71DA,The Elegant Lodge,Pretoria,ZA,"83 23rd Street, Menlo Park",4,102,6E93A6E8859ADB32F321BC183A03C5D8,The Elegant Lodge Menlo Park,Pretoria,ZA,"83, 23 rd Street, Menlo Park",4,102
19AA6C6FB4BA9FCF39E893FF1FD5B5BD,Millennium Hotel & Resort Manuels Taupo,Taupo,NZ,243 Lake Terrace,4.5,,01D6BA4C06BEA1C91A3C231DB9D135D9,Millennium Hotel & Resort Manuels Taupo,Taupo,NZ,243 Lake Terrace,4.5,3330
9B104CDAF597CD9103A1D05D785ABC8F,Hotel Juliana,Tuguegarao City,PH,"2-B Blumentritt Street Corner Gonzaga, Centro 04",2,,FAE2ECD99C0059F4D911526AC2755F5F,Hotel Juliana,Tuguegarao City,PH,"2-B Blumentritt Street, Centro 04",1,3500
DDD8C274ABDA584E1A70B88E2F6FB657,Madrid Hostel,Taichung,TW,"No.9-11, Nanzi Ln., Sec. 2, Xitun Rd.,",3,407,B43C2349C39DF5ABF41C48D5E839C99D,Madrid Hostel,Xitun,TW,"No. 9-11, Nanzi Lane, Section 2, Xitun Road",0,407
80A9EFD37C62CBDEE2351192983A43D6,Jianguo Hotel,Beijing,CN,No.5 Jianguomenwai Avenue Chaoyang District,4,,FE38721F4B3A652508161922C8B686D9,Jianguo Hotel,Beijing,CN,No.5 Jianguo Men Wai Da Jie,4,100020
8A9FEBF74FAD9C8C57C285BE7C85E979,Boracay Balcony Inn,Boracay Island,PH,"Road 1-A, Bulabog, Brgy. Balabag",1.5,5608,26FC2FCC4DE764FCAEB310C65BEEA03A,Boracay Balcony Inn,Boracay,PH,"Bulabog Rd. 1-A, Brgy. Balabag, Boracay Island, Malay, Aklan",2,5608
236299DCF26AD1A0EBB8EBEE5655088D,Poonsap Apartment Koh Lanta,Koh Lanta,TH,"571 Moo 3, Saladan, Krabi",2,81150,8BB6A2A6566C450EFD0E9F1ED40AFB06,Poonsap Apartment,Ko Lanta,TH,"571 Moo 3, Saladan, Koh Lanta, Pra Ae Beach, , Krabi, Thailand, 81150",2,81150
EA051928CAF84D26CF38A94771DA2A95,Campanile Paris Est - Bobigny,Paris,FR,"304, avenue Paul Vaillant Couturier",3,93000,FD2E7D73B37AEE84474900A02C88ED0B,Campanile Paris Est Bobigny,Bobigny,FR,304 Avenue Paul-Vaillant-Couturier,3,93000
DD2D7A1520C5543DF5D31C012634CE94,Millenia Suites Ortigas,Manila,PH,8001 Saint Jose Maria Escriva Drive,3.5,1600,59242F3680D96E7176C2011D181CA731,Goldland Millenia Suites,Manila,PH,"8001 Saint Jose Escriva Drive, Ortigas Center",3,1605
44A56E7BB950F26ACDE1BD0FA7FB5727,Mercure Manado Tateli Beach Resort,Manado,ID,"Jl. Raya Tanawangko, Desa Tateli Kecamatan Pineleng Kabupaten Minahasa Sulawesi Utara",4,,B46DC4A276F8A619426BBBBBA9E990C7,Mercure Manado Tateli Beach Resort,Manado,ID,Jalan Raya Tanawangko,4,95017
80C02A7BEFB39BCFC1383B12F26F2BFB,Eco Spa Village,Phan Thiet,VN,"719 Road, Tan Thanh Village, Ham Thuan Nam",3,84 62,C95E4E1BEF32282C25E19FA8FE6E5406,Eco Spa Village,Ke Ga,VN,"Ke Ga Hamlet, Tan Thanh, Ham Thuan Nam District, Binh Thuan Province",3,
B8797A0F5347256BCD2D739ABD31D450,Citrus Hikkaduwa,Hikkaduwa,LK,"400, Galle Road",3,80240,851001C4D21CDAD76B276376B87FEC0D,Citrus Hikkaduwa,Hikkaduwa,LK,400 Galle Road,4,80240
6D0932A1B45D687528C50A461EF35A44,Murray Gardens Country Cottages & Motel,Stanthorpe,AU,10 Pancor Road,3,4380,9D71D866EF422B9DE6A60289721C334E,Murray Gardens Cottages & Motel,Stanthorpe,AU,10 Pancor Road,3,4380
338C5458FADF5E13BDDFCB4819942D15,Hanoi New Century Hotel,Hanoi,VN,"12B Hang Manh Street, Hoan Kiem District",2,,D8ACB0CFC81A741B09E538DF3C66BB2D,New Century Hotel,Hanoi,VN,12B Hang Manh,0,
18803F82D91709039A015C3253E68CEB,Oaks On Market Hotel,Melbourne,AU,60 Market Street,4,3000,80EE6B4E99B7282CCB7D6688AF1B6EDC,Oaks On Market,Melbourne,AU,60 Market Street,4.5,3000
4D24B557CA15F2CB6DC7C40B1991365D,Red Planet Angeles City,Angeles / Clark,PH,"Don Juico Avenue, Malabanias",3,,A4751B30E9D3E324D73E5B8C68EB9537,Red Planet Angeles City,Angeles,PH,"Don Juico Avenue, Malabanias, Angeles City, Pampanga, Philippines ",2,2009
145F753DFB01F558BBCB5D21FD809254,HF Fenix Porto Hotel,Porto,PT,Goncalo Sampaio Street 282,4,4150-365,FDE68DEDAEC43289F5F7D9C8FA7FF53D,HF Fenix Porto,Porto,PT,"Rua Gonçalo Sampaio, 282",4,4150-365
D8042C9EA8726B096DF949CE6F747D7A,Mango Hotels - Bangalore – Koramangala II,Bangalore,IN,"No. 426,8th Main, 4th Block Koramangala",3,560034,1ACB0C518750F9534223F3F078074121,"Mango Hotels, Bangalore- Koramangala II",Bangalore,IN,"Survey No 426, 8th Main 4th Block, Kormangala ",3,560034
5B54084CF4EF6D8495B641C29D742544,Americas Best Value Inn Abingdon,Abingdon (VA),US,887 Empire Drive,0,,F88A75DC8270D52CB848184E204D46E7,Americas Best Value Inn Abingdon,Abingdon,US,887 Empire Drive ,2,24210
8F4EA70A479C391422F80A0BBE288E01,Hanoi Culture Hostel,Hanoi,VN,"28 Bat su Street, Hoan Kiem District",1,,09556D1B7D6CEBBF817F08D79C323FF9,Hanoi Culture Hostel,Hanoi,VN,28 Bat Su ,2,
79506308EF4D4CDFEA1383BCE14589A2,Clarks Exotica Resort and Spa,Bangalore,IN,"Swiss Town , Hollywood Junction, Sadahalli Post, Devanahalli Road ,",5,562110,FCFB7573A7E9B11702990BB6A6E83732,Clarks Exotica Resort & Spa,Devanhalli,IN,"Swiss Town, Hollywood JN, Sadahalli PO, Devenahalli Road",5,562110
87CED859585358726C68B449760C5F1F,Apartment Corso Vittorio Emanuele I Roma,Rome,IT,.,0,186,00BE57FBD4885B6B86E84A5FE150E6F4,Apartment Corso Vittorio Emanuele I Roma,Rome,IT, ,0,186
3DE63B90CC366F26104BDFE49ABE0CFC,Hotel Sevastopol Modern,Moscow,RU,"Bolshaya Yushunskaya ulitsa,1A",3,117303,43E6F702E6CFF467E8E58A2DEF2E7FB9,Sevastopol Modern,Moscow,RU,Ulitsa Bolshaya Yushunskaya 1 A Bld.2,3,117303
50BDA6C4FF575F1217FD4087A7677399,Econo Lodge,Belton (MO),US,222 Peculiar Dr.,2,64012,30B8881309B43A1B861244174EC46949,Econo Lodge Belton - Kansas City South,Belton,US,222 Peculiar Drive,2,64012
017296058FE175E4354F2DFF111185F7,Comfort Inn,Toms River (NJ),US,2215 Route 37 East,2,8753,D9ECB7A0607F3E752CBEE18C70BCAA92,Comfort Inn Toms River,Toms River,US,2215 Route 37 East,3,8753
AD8B3EE7A20DF4EA6E6BEE1CB74D6D15,Sturt Motel,Broken Hill,AU,153 Rakow Street,3.5,2880,A3E09206EF18E93D4094CB8AA01F4701,Sturt Motel,Broken Hill,AU,153 Rakow street,3.5,2880
777E9316C298BB95E60E802C2A82E55E,Wrangler Inn Mobridge,Mobridge (SD),US,820 West Grand Crossing,2,,C6AFEF7FE23D278DA1E9B9A2C1DB6880,Wrangler Inn Mobridge,Mobridge,US,820 West Grand Crossing,2,57601
02005E51CC38D653A2C40695284636B2,Sasebo Dai-Ichi Hotel,Nagasaki,JP,4-4 Miuracho,3,857-0863,8FF8B955B4CC219489EDFA94FD18A06F,Sasebo Daiichi Hotel,Sasebo,JP,Miura 4-4,3,857-0863
4CE91179D2642835A081768BE5B422AF,The Donatello,San Francisco (CA),US,501 Post Street,4,94102,4210187346DC0768537A080298C72DBB,The Donatello Hotel,San Francisco,US,501 Post Street,4,94102
5BA01C0E82CD96577309302FAF900A0D,Comfort Inn Near Vail Beaver Creek Avon,Avon (CO),US,0161 W. Beaver Creek Blvd.,3,81620,BCBCB67CE0D6AD924EABB9BE6EE96F51,Comfort Inn Vail Beaver Creek,Avon,US,0161 West Beaver Creek Boulevard,2,81620
B0A2242DBED17548AE57969321636E61,Econo Lodge Inn and Suites,Gilbertsville,US,2184 US Highway 62,3.5,42044,709A889E99102463A9E538EC08C5244A,Econo Lodge Inn & Suites Gilbertsville,Gilbertsville,US,2184 US Highway 62,2,42044
69736CCCE4B6429FBB29DC791DE35767,Hotel Le Village,Winnenden,DE,Max Eyth Street 41,3,71364,F24619A7D570E5707D22C2F276608CD7,Hotel Le Village,Winnenden,DE,Max-Eyth-Strasse 41,3,71364
7AF0613494ADA22CBEFAD59780D50BAA,Hotel Palms Residency,Nasik,IN,Adgaon naka near Aurangabad naka panchavati nasik,1.5,422003,7D8219446BC8AB2B1B4FD7ECCCCB252A,Hotel Palms Residency,Nashik,IN,"New Adgaon Naka, Near Aurangabad Naka, Panchwati",0,422003
A487B081BAB7C33D3736DC18C6C55F35,Manichan Guesthouse,Luang Prabang,LA,"Ban Pakham, Unit 4/143, Luang Prabang, Laos",2.5,6000,A287E328B1541DC7DB9F1B6556E6291C,Manichan Guesthouse,Luang Prabang,LA,Ban Pakham Unit 4/143,2,60000
51F67FDE61BD25FE68F2ED7133B180EF,Lugogo Sun Hotel,Mbabane,SZ,Old Mbabane/Manzini Main Road Ezulwini Valley,3,,50871D783E46D0946EF884AFBEAE6D1C,Lugogo Sun,Ezulwini,SZ,"Old Mbabane/Manzini Main Road, Ezulwini Valley",3,H100
F873E896477CDDEF43E8DA5E20B0A1D8,ibis Moscow Centre Bakhrushina,Moscow,RU,Bakhrushina street 11,3,115054,CA36ED25EE48073466AF5C69F4FCCD71,Ibis Moscow Centre Bakhrushina,Moscow,RU,Ulitsa Bakhrushina 11,3,115184
1C9BE277F4054EFE747F73D4A63CD460,Villa Moonshadow,Samui,TH,"104/28 Moo 3, Chaweng Noi, T. Bophut",5,84320,25E7C4234BB032E27D4270C0E1167A44,Villa Moonshadow - Award Winning Villa,Chaweng Noi Beach,TH,104/28 Moo 3  Thambon Bophut Koh Samui,5,84320
9819E17D6A230103C878BC66B40283E7,El Puerto Hotel,Kenting,TW,"No.252, Shadao Rd",3.5,946,4146361B6F08D1E6DE4C042F07AB7DBB,El Puerto Hotel,Eluan,TW,"No. 252, Shadao Road",0,946
FCBE5E6D6A9435AFAF82FAA646E0C2A0,Les Jardins de la Medina,Marrakech,MA,"21 Derb Chtouka, Kasbah",5,40000,B5915F4F81B58D9994E21D596C6D8CF5,Les Jardins De La Médina,Marrakech,MA,21 Derb Chtouka,5,40000
DE870BFF422239BE7D45B84AB4AD78C2,Baywatch Guest House,Paternoster,ZA,"6 Ambyl Road,Mosselbank",4,7381,AF2F89AA3087F393BED01FC8F77AA4E8,Baywatch Guest House,Paternoster,ZA,"6 Ambyl Road, Mosselbank",4,7381
EDEC2B92A289B73B9780AB4D6A935ED0,Cheviot Hotel,Bellingham,GB,Main Street,3,NE48 2AU,1481B759A71450FD550A011959D2DCDF,The Cheviot Hotel,Bellingham,GB,Main Street,0,NE48 2AU
F3620F77F1F269327EA2706C62B56AD5,Sunny A Hotel,Hue,VN,17/34 Nguyen Tri Phuong Street,2,,BCA8242A8F5258959252E96BB0B377E2,Sunny A Hotel,Hue,VN,17/34 Nguyen Tri Phuong,2,
D5FBD81BB1636A03A70A713B2822B63C,West Hotel,Dubai,AE,"Naif Road, Naif, Deira, Opposite Naif Park P.O.Box: 1039, Dubai",1,1039,54FEFDA0485D19ECC4756C6D6FBCA733,West Hotel,Dubai,AE,"Naif Road, Deira, Dubai",1,
29302DD44DED389E506F123F1CF4776D,Ethnotel,Kolkata,IN,"71/1,Jessore Road, Opp Airport 2.5 No Gate",3,700081,0C6D7304DE2A7696505D08EA069E6534,Ethnotel,Kolkata,IN,"71/1, Jessore Road,Near Netaji Subhas Chandra Bose International Airport ",0,700081
38DB5BE525CB7071F9EAC9509EDE159D,AC Hotel by Marriott Paris Le Bourget Airport,Garges-les-Gonesse,FR,2 Rue de la Haye,4,93440,C0B0B31137D36B8B4B4D39243C666348,AC Hotel Paris Le Bourget Airport,Le Bourget,FR,2 Rue de la Haye,4,93440
77B35A0FDE68A589BC94CBC78D001E31,Hotel Vikrant - Kullu,Manali,IN,"Behind H.P. Tourism Office, Dhalpur, Kullu",2.5,175101,05EA544CA9B5F7CB559AF011820854CF,Hotel Vikrant,Kulu,IN,"Behind H.P. Tourism Office, Dhalpur",1,175101
464E7B110119E213BF4B52B03ACE24F3,Subang Valley Hotel,Kuala Lumpur,MY,"No 1, Jalan SS 15/5A",1,47500,1AE2820C148AA9479397AEF707BAF611,Subang Valley,Subang Jaya,MY,"1, Jalan SS15/5A",0,47500
FF50E894FBFB60B7C2E9CBA5F5AF30E4,Hanting Hotel Shenzhen Mix City,Shenzhen,CN,No 4023 Jiabin Road,2,518010,738CCFF3D4949F64844FB7AF2AB4C9EE,Hanting Express Shenzhen Wanxiang Mall,Shenzhen,CN,"4023, Jiabin Road, Luohu District, Shenzhen, Guangdong",2,518010
3B4CC9B6F0B89B2994F623F36D14CD96,Hanting Hotel Yiwu Binwang Branch,Yiwu,CN,"No.134,Che Zhan Lu",2,322000,EA5E201AFE5E83153F85548E50EC0BC1,Hanting Express Yiwu Bing wang,Yiwu,CN,No.134 Chen Zhan Road,2,322000
B0686A7F74C7C721FA69FC95D660EC1B,Hi Inn Shenzhen Huaqiang Branch,Shenzhen,CN,"Building D Huaqiang Garden, Fuhong RD,Futian District",2,,C28E92052F933EAAB3555895A036CFAA,Hi Inn Shenzhen Huaqiang,Shenzhen,CN,"Building D, Huaqiang Garden, Fuhong Road, Futian District, Shenzhen",0,518033
31CE397B88164346D4E3D6BD1503463F,Anchor On Collins Sapphire,Melbourne,AU,368 Little Collins Street,4,3000,20C47504CE09710CF6ED50EB604922D6,Anchor on Collins Sapphire,Melbourne,AU,368 Little Collins Street,0,3000
388A51D5861FAAA0C740D79E78FD11BD,Parinyas Apartment,Pattaya,TH,"316/144 M.10 Soi Buakhao, Pattaya, Nongprue Banglamung",3,20150,B6A388ACF97E18A3ACC25B2423B74242,Parinya's Apartment,Pattaya Central,TH,316/144 M.10 Buakhao Rd Nongprue Banglamung Chonburi,0,20150
92D7B7D355967300BAB1427F0BFF968C,Jinjiang Inn Yixing Middle Renming Road,Wuxi,CN,No.238 Middle Renming Road,2,214200,FCCAD06F308DFB78220D3F15C8464097,Jinjiang Inn Yixing Middle Renmin Road Pedestrain,Yixing,CN,No.238 Middle Renmin Road,3,214200
FBF22C4E7B7D8B018A2113C5210D974B,Yangsho Sunvalley Hotel,Yangshuo,CN,"No. 61 Pantao Street, Yangshuo County",2,541990,A77CE5FDC40490907152A3912CCF2788,Yangshuo 520 Dream Hostel,Yangshuo,CN,No.61 Shengxian Road,0,541900
2B220E038BB3612473678A87DE98FE0E,Govindam Resort,Pushkar,IN,"Jaipur By pass road, Village Nedliya Near Chungi Naka,",3,305022,E047CEA121C05F4FA2282DEC80437AB6,Govindam Resort,Pushkar,IN,"Jaipur By Pass Road, Village Nedliya, Near Chungi Naka",0,305022
AA87F35726F472DCD60F25DFDB38E75D,Ocean Park Boutique Hotel,Sihanoukville,KH,"28 Mithona Street, Mondol1, Sangkat3",3,,DAA4B466D56B5EC2838ED997CFD66CA9,Ocean Park Boutique Hotel,Phumĭ Poŭthĭ Té,KH,"Sangkat 3, Mondol 1, Khan Mittapheap,",3,
33EE9CC6CF1F2B0FCB038167423E898E,GreenTree Inn Jiangxi Yingtan Jiaotong Road Central Square Business Hotel,Yingtan,CN,"25 Jiaotong Road, Yue Hu District",3,335000,DA405528B04756AAA8E8D6049C3639CA,GreenTree Inn Jiangxi Yingtan Jiaotong Road Central Square Business Hotel,Yingtan,CN,"No.25, Jiaotong Road, Yuehu District",2,335000
